Example,Class Name
porque o porco está dentro da caixa?,porco_preso
Porque o porco está na caixa de madeira?,porco_preso
Qual a história por trás deste quarto?,história_porco
Por onde essa obra já passou,exposição_obra_outros_museus
Porque o porco está preso,porco_preso
 Nelson Leirner é considerado polêmico ? Por que ?,sem_resposta
Qual animal é esse?,tipo_obra
É uma pintura?,tipo_obra
Que bixo é esse? ,tipo_obra
De quem veio o porco?,história_porco
Isso é obra de arte?,dúvida_obra
É uma pintura ou foto?,tipo_obra
qual o nome do porco?,nome_porco
virou bacon?,bacon_porco
está vivo?,porco_morto
por que não soltar o porco ?,sem_resposta
Esse quadro tem o mesmo contexto histórico que o livro A Revolução dos Bichos?,sem_resposta
Vc está com medo ?,sentimento_porco
O que motivou ele escolher um porco ?,razão_porco
Este animal sofreu algum mau trato durante a pintura da obra?,porco_morto
O que levou Nelson Leirner a pintar um porco preso?,porco_preso
Por que esse porco esta preso?,porco_preso
Por que o porco esta tao gordo?,peso_porco
qual a historia desse porco?,história_porco
Este porco já foi entregue ?,sem_compreensão
Ele está sendo levado para onde?,transporte_porco
Para onde ele está indo?,transporte_porco
que movimento artítico participa?,estilo_obra
a qual escola pertence a pintura?,estilo_obra
É uma foto?,tipo_obra
Qual mensagem esta arte quer transmitir?,intenção_autor
Do que se trata a obra?,intenção_autor
Para onde vai o porco?,transporte_porco
Qual a nacionalidade do artista?,nascimento_autor
Qual foi a idéia principal do pintor? ,intenção_autor
Qual a critica do pintor a sociedade ? ,intenção_autor
Por que desta obra?,intenção_autor
O que o artista gostaria de representar com esta instalação?,intenção_autor
O que esta obra retrata?,intenção_autor
Qual o intuito desta obra?,intenção_autor
Essa pintura reflete alguma caracteristica da sociedade?,intenção_autor
qual o motivo dessa obra?,intenção_autor
quais tintas utilizou?,técnica_obra
O quê faz desta uma peça de arte importante?,intenção_autor
Existe preocupação sobre como os animais para abate são criados?,intenção_autor
o que tem por trás dessa obra?,intenção_autor
Qual o sentido desta obra de arte?,intenção_autor
Ele está vivo?,porco_morto
Inspiração ,intenção_autor
É correto afirmar a sensação de prisão para incomodar as pessoas ? ,sem_resposta
Qual mensagem você queria passar?,intenção_autor
O que o porco comia?,alimentação_porco
O que representa esse porco?  Qual era o sentimento de Nelson ao criar essa obra?,intenção_autor
Em qual momento essa obra foi feita e por quê é considerada importante?,intenção_autor
O que o artista quis dizer com essa obra? ,intenção_autor
Quem prenderam ele?,autor_obra
Qual fotografo fez essa foto?,autor_obra
Quem te prendeu?,autor_obra
Qual o contexto dessa obra?,intenção_autor
Ele sofreu algum tipo de processo por usar um animal empalhado ?,porco_morto
Não seria maldade prende-lo em um local tão pequeno?,porco_morto
O que esse animal esta fazendo dentro desta caixa?,porco_preso
Por quê o porco está dentro da caixa tão apertada?,porco_preso
Esta é uma obra de arte moderna?,estilo_obra
porque está em um museu ?,dúvida_obra
Por que 1 porco dentro de uma grade se tornou uma obra de museu? ,dúvida_obra
Porque o porco está numa caixa?,porco_preso
porque ele esta na jaula?,porco_preso
O que é um Porco?,sobre_porco
Os porcos são mamíferos?,sobre_porco
porque o porco esta confinado?,porco_preso
Porque o porco está na jaula?,porco_preso
"porque não dá para ver a cara, nem as patas e nem o rabo do porco ?",sem_resposta
Qual a história deste quadro?,história_porco
esse porco morreu?,tipo_obra
Peppa Pig é você?,relação_peppa_pig
Quantas patas esse bicho tem?,sobre_porco
qual seu papél na natureza?,sem_resposta
onde foi iniciada a criação doméstica deste porco?,sem_resposta
O Nelson Leirner comia carne de porco?,alimentação_autor
Você é um porco ou uma porca?,sexo_porco
É um porco selvagem?,raça_ porco
Qual é a raça deste porco  ?,raça_ porco
Qual é a raça deste porco?,raça_ porco
Que raça é esse porco?,raça_ porco
Que porco é esse?,raça_ porco
em que contexto foi criado?,obra_contexto_histórico
Ele esta triste?,sentimento_porco
Ele está triste?,sentimento_porco
ele esta trsite?,sentimento_porco
que está sentindo?,sentimento_porco
Porque o porco ?,razão_porco
Porque um porco?,razão_porco
Por que escolheram um porco e não outro bicho?,razão_porco
por que um porco?,razão_porco
Por que um porco?,razão_porco
Qual foi a inspiração do artista quando ele pintou esse quadro?,intenção_autor
Qual foi a inspiração para a criação desta obra?,intenção_autor
Qual é a desse porco?,intenção_autor
Em qual museu/exposição foi/está exibida?,endereço_obra
Esta instalação ainda está disponível em alguma galeria?,endereço_obra
animal ficou exposto?,endereço_obra
O porco está sendo vendido?,história_porco
O que aconteceu com esse animais depois ? ,história_porco
O que vão fazer com o porco?,história_porco
O que vão fazer com o porco?,história_porco
De quanto em quanto tempo o porco era alimentado?,sem_resposta
O porco é uma crítica ao sistema de arte?,intenção_autor
Por que esse porco é tão gordo?,peso_porco
Você conhece a peppa?,relação_peppa_pig
quem é o autor?,autor_obra
É macho ou fêmea?,sexo_porco
É um porco ou uma porca?,sexo_porco
esse porco era macho ou femea?,sexo_porco
Por que esse porco está preso?,porco_preso
Tinha uma alimentação saudável?,alimentação_porco
Qual era sua dieta?,alimentação_porco
Qual a alimentação dele?,alimentação_porco
Comia restos?,alimentação_porco
O que ele comia?,alimentação_porco
Os animais tem sentimentos?,sentimento_porco
Quando foi pintada?,data_obra
quando esse quadro foi pintado,data_obra
De quando é o quadro?,data_obra
Que século foi concebida esta obra?,data_obra
quando foi feita?,data_obra
quando essa foto foi criada ?,data_obra
qual foi a data que a figura foi pintada ?,data_obra
Que dia essa escultura foi feita?,data_obra
Qual o nome deste porco?,nome_porco
Qual o nome do porquinho?,nome_porco
Qual era o nome do porco?,nome_porco
Como se chamava o porco?,nome_porco
Qual o nome desse porco?,nome_porco
O que essa obra representa na sociedade para o artista?,intenção_autor
quantas patas tem esse porco?,sobre_porco
Quanto pesa?,peso_porco
Quanto pesa um Porco?,peso_porco
quantos kg ele pesa?,peso_porco
Qual o peso desse porco?,peso_porco
Quanto ele pesa?,peso_porco
Quantos quilos tem o animal?,peso_porco
Quanto pesa esse porco?,peso_porco
Quantos quilos você tem?,peso_porco
porque ele decidiu fazer essa obra,intenção_autor
como chama a obra,nome_obra
qual o título da obra,nome_obra
Como se empalha um porco?,técnica_obra
Isso tem alguma graça?,sem_resposta
conheca a peppa?,relação_peppa_pig
Por que o porco está preso? O que aconteceu? ,porco_preso
Quando que ele morreu,porco_morto
Porque ele está dentro de uma caixa,porco_preso
vc é amigo da peppa?,relação_peppa_pig
De qual movimento artístico você é?,estilo_obra
qual foi a intenção dele criar por,intenção_autor
Qual o valor desta obra?,valor_obra
Qual o valor desta obra?,valor_obra
quanto custa?,valor_obra
Qual o valor aproximado dessa obra?,valor_obra
Você está com sede?,sem_resposta
Quantos anos ele tem?,idade_porco
"se sair daí, vai para onde (se só existe espaço em branco)?",sem_resposta
Qual o sentido do porco estar preso numa caixa de madeira?,porco_preso
O significado da obra,intenção_autor
O que isso significa,intenção_autor
Qual o significado da obra,intenção_autor
Esse porco empalhava,tipo_obra
De quem essa obra,autor_obra
Qual é o tamanho desse pouco,tamanho_porco
Porque o porco virou obra de arte,dúvida_obra
ele pode transmitir doenças?,sem_resposta
O que as entidades protetoras dos animais acharam desta instalação?,sem_resposta
Qual o nome dessa obra?,nome_obra
Quantas ripas tem essa caixa?,sem_resposta
Pode abrir a caixa? :(,sem_resposta
para onde vc está indo?,transporte_porco
O porco está vivo?,porco_morto
ele morreu?,porco_morto
Porque a corrente foi tirado do corpo,corrente_porco
Você sabe um pouco sobre a história do autor dessa obra,biografia_autor
Qual a idade do autor da obra,idade_autor_obra
taxidermista,taxidermia_obra
oque ele come?,alimentação_porco
de que madeira e feita esta gaiola?,caixa_porco
em uma ninhada gera quantos filhotes,sem_resposta
"Onde fica localizada a Galeria Roger Wright, e quem é Roger Wright ?",endereço_obra
Esse artista sempre retrata animais presos?,outras_obras
Todas as obras desse artistas sõ de animais,outras_obras
De que época esta pintura diz respeito?,data_obra
o porco sofre aí dentro?,sentimento_porco
Porque esse porco está marrom?,sem_resposta
Porque ele retratou uma caixa de madeira e não uma de ferro?,caixa_porco
Porque pintou um porco?,razão_porco
Por que foi desenhado?,razão_porco
Em que época foi feito?,estilo_obra
Qual é o nome do porco?,nome_porco
esta obra é arte moderna?,estilo_obra
quando foi feito?,data_obra
Quanto tempo Nelson levou para fazer esta obra?,duração_obra
"Gostaria de saber como o porco se relaciona com outras obras contemporâneas a ele. Parece faltar contexto histórico. Como formular perguntas assim, isoladamente?",importância_obra
Posso levar um pouco pra minha casa fica do lado do símbolo do palmeiras,palmeiras_porco
Qual o nome de outras obras o ator,outras_obras
Qual o nome de outra obra do ator,outras_obras
Quais outras obras importantes tem esse artista,outras_obras
o que significa obra do porco,intenção_autor
Qual é o seu nome?,nome_porco
 O artista torce para qual time?,palmeiras_porco
Porque eu vou tirar o pernil,corrente_porco
Qual a importância dessa obra no contexto da arte brasileira,importância_obra
Há quanto tempo o porco está preso?,Tempo_porco_caixa
Tadinho se for quando ele morrer,porco_morto
Pode se fazer alimentos com a carne desse porco,bacon_porco
Quais outras obras este autor fez?,outras_obras
Porque que eu porque está presa,porco_preso
Ele conhece a Peggie Pig?,relação_peppa_pig
Por que é classificada como modernista?,estilo_obra
qual o valor artístico dessa obra de arte?,estilo_obra
vc é amigo da Peppa?,relação_peppa_pig
Quando ele morreu?,porco_morto
Quem é o homem fumando cigarro,sem_resposta
Esse porco empalhado,tipo_obra
Do que é feita salve,sem_compreensão
qual o nome da obra,nome_obra
Qual eh o nome do porco,nome_porco
O porco é fêmea ou macho?,sexo_porco
q q eh esse porco?,tipo_obra
Você tem família porco,raça_ porco
Porque que você está aqui não na casa do seu Antônio,sem_resposta
você é palmeirense?,palmeiras_porco
você é amigo da peppa?,relação_peppa_pig
quem é nelson leirner?,biografia_autor
Outras obras de Nelson Leirner,outras_obras
o porco é palmeirense,palmeiras_porco
 Qual o nome do artista?,autor_obra
Entendi qual é seu estado diferente,sem_compreensão
Mas é porque foi feito do que,sem_compreensão
Coca-cola,sem_compreensão
Qual prazo de validade a com a com a,sem_compreensão
O porque amiga da,sem_compreensão
Porco,sem_compreensão
Sei,sem_compreensão
Você está precisa de,sem_compreensão
Como assim palha por,sem_compreensão
Por quais outros,sem_compreensão
vc é uma pintura?,tipo_obra
Como é o nome do porco representado na obra?,nome_porco
quem fez isso?,autor_obra
o porco se alimenta do que?,alimentação_porco
o que este animal comia?,alimentação_porco
O porco era rosa,sem_resposta
Porque se por estar preso,porco_preso
É um porto,tipo_obra
Para onde o porco está indo?,transporte_porco
Hoje em dia o porco é feito do que,técnica_obra
Qual a espécie bolso por,raça_ porco
Amy sobre a coca-cola,sem_compreensão
O que é amor que empalhada,sem_compreensão
O que você procura,sem_compreensão
Qual seu,sem_compreensão
quantos quilos o pânico pesa,peso_porco
Isso é uma,sem_compreensão
Já pensou em fugir daí?,sem_resposta
Tem para dizer amigo,sem_compreensão
Você já escutou já vale,sem_compreensão
Por,sem_compreensão
Já comeram assim por,sem_compreensão
Esse porco,sem_compreensão
Por que ele prendeu um porco?,porco_preso
Esse porco é triste eu não,sentimento_porco
que tipo de arte é essa/,estilo_obra
Qual seu prato preferido,alimentação_porco
Você é capitalista,sem_resposta
E porque é um porco,razão_porco
Por que o porco é a peça principal da obra?,intenção_autor
O que simboliza o porco nessa obra?,intenção_autor
quem comeu o interior do porco?,sem_resposta
Qual é a história do autor,biografia_autor
Qual história desse por,história_porco
Você tem pagado,sem_compreensão
o que você representa,intenção_autor
esse porco é real?,tipo_obra
O que houve com o porco?,história_porco
Existe outros artistas usando o mesmo estilo?,influências_autor
Este porco iria ser vendido?,história_porco
Como o porco entrou na caixa ?,Tempo_porco_caixa
Porque o palmeiras não tem,palmeiras_porco
Qual a intenção do autor,intenção_autor
Ele já fez cocô,sem_resposta
esse porco virou bacon?,bacon_porco
Como é a vida do autor desta obra?,biografia_autor
qual o significado dessa obra,intenção_autor
significado da obra,intenção_autor
qual o sentido dessa obra,intenção_autor
Ele gostava do papa papa pig,relação_peppa_pig
explicação sobre a obra,intenção_autor
porque ele fez essa obra,intenção_autor
O rabinhos deles eram curtos,sem_resposta
Por que uma caixa de madeira?,caixa_porco
